DriverNumber,BroadcastName,Abbreviation,TeamName,GridPosition,Position,Points,Status,Q1,Q2,Q3,Season,Round,EventName,DidFinish,Podium,Win,RecentAvgFinish,RecentAvgGrid,RecentAvgPoints,RecentDNFRate,TeamRecentAvgPoints,TrackHistoryAvgFinish
55,C SAINZ,SAI,Williams,12.0,13.0,0.0,Finished,,,,2025,24,Abu Dhabi Grand Prix,1,0,0,11.6,9.2,5.0,0.4,2.5,
18,L STROLL,STR,Aston Martin,15.0,10.0,1.0,Finished,,,,2025,24,Abu Dhabi Grand Prix,1,0,0,15.4,16.4,0.0,0.4,1.4,
22,Y TSUNODA,TSU,Red Bull Racing,10.0,14.0,0.0,Finished,,,,2025,24,Abu Dhabi Grand Prix,1,0,0,11.4,15.0,1.4,0.0,11.2,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,,,,2025,24,Abu Dhabi Grand Prix,1,1,1,1.8,6.0,21.0,0.0,10.6,
23,A ALBON,ALB,Williams,15.0,12.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,13.2,15.2,0.0,0.2,2.5,5.0
14,F ALONSO,ALO,Aston Martin,17.0,18.0,0.0,Retired,,,,2026,1,Australian Grand Prix,0,0,0,11.2,9.2,2.8,0.2,1.5,17.0
12,K ANTONELLI,ANT,Mercedes,2.0,2.0,18.0,Finished,,,,2026,1,Australian Grand Prix,1,1,0,6.2,8.8,10.2,0.0,10.5,4.0
87,O BEARMAN,BEA,Haas F1 Team,12.0,7.0,6.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,10.2,11.0,4.2,0.2,3.1,14.0
5,G BORTOLETO,BOR,Audi,10.0,9.0,2.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,14.2,15.6,0.2,0.4,,16.0
77,V BOTTAS,BOT,Cadillac,19.0,19.0,0.0,Retired,,,,2026,1,Australian Grand Prix,0,0,0,,,,,,
43,F COLAPINTO,COL,Alpine,16.0,14.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,16.0,18.2,0.0,0.0,0.1,
10,P GASLY,GAS,Alpine,14.0,10.0,1.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,14.6,13.0,0.2,0.0,0.1,11.0
6,I HADJAR,HAD,Red Bull Racing,3.0,20.0,0.0,Retired,,,,2026,1,Australian Grand Prix,0,0,0,12.4,7.2,2.4,0.2,10.6,20.0
44,L HAMILTON,HAM,Ferrari,7.0,4.0,12.0,Finished,,,,2026,1,Australian Grand Prix,1,0,0,10.8,13.6,2.4,0.2,5.8,10.0
27,N HULKENBERG,HUL,Audi,11.0,22.0,0.0,Did not start,,,,2026,1,Australian Grand Prix,0,0,0,12.8,12.6,2.0,0.4,2.0,7.0
30,L LAWSON,LAW,Racing Bulls,8.0,13.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,13.6,10.6,1.6,0.2,2.0,15.0
16,C LECLERC,LEC,Ferrari,4.0,3.0,15.0,Finished,,,,2026,1,Australian Grand Prix,1,1,0,7.4,5.8,9.2,0.2,6.6,8.0
41,A LINDBLAD,LIN,Racing Bulls,9.0,8.0,4.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,,,,,2.0,
1,L NORRIS,NOR,McLaren,6.0,5.0,10.0,Finished,,,,2026,1,Australian Grand Prix,1,0,0,5.6,1.4,15.4,0.2,13.3,1.0
31,E OCON,OCO,Haas F1 Team,13.0,11.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,10.4,13.6,2.0,0.0,2.5,13.0
11,S PEREZ,PER,Cadillac,18.0,16.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,,,,,0.0,
81,O PIASTRI,PIA,McLaren,5.0,21.0,0.0,Did not start,,,,2026,1,Australian Grand Prix,0,0,0,6.8,4.0,11.2,0.2,11.8,9.0
63,G RUSSELL,RUS,Mercedes,1.0,1.0,25.0,Finished,,,,2026,1,Australian Grand Prix,1,1,1,4.8,4.4,10.8,0.0,11.5,3.0
55,C SAINZ,SAI,Williams,21.0,15.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,10.2,9.8,5.0,0.2,2.5,18.0
18,L STROLL,STR,Aston Martin,22.0,17.0,0.0,Lapped,,,,2026,1,Australian Grand Prix,1,0,0,15.0,15.6,0.2,0.4,1.5,6.0
3,M VERSTAPPEN,VER,Red Bull Racing,20.0,6.0,8.0,Finished,,,,2026,1,Australian Grand Prix,1,0,0,1.8,6.0,21.0,0.0,10.6,2.0
23,A ALBON,ALB,Williams,22.0,22.0,0.0,Did not start,,,,2026,2,Chinese Grand Prix,0,0,0,13.2,14.8,0.0,0.2,2.5,7.0
14,F ALONSO,ALO,Aston Martin,18.0,17.0,0.0,Retired,,,,2026,2,Chinese Grand Prix,0,0,0,11.2,9.8,2.8,0.2,1.5,17.0
12,K ANTONELLI,ANT,Mercedes,1.0,1.0,25.0,Finished,,,,2026,2,Chinese Grand Prix,1,1,1,5.4,8.0,12.2,0.0,13.4,6.0
87,O BEARMAN,BEA,Haas F1 Team,10.0,5.0,10.0,Finished,,,,2026,2,Chinese Grand Prix,1,0,0,10.8,11.6,3.0,0.2,2.3,8.0
5,G BORTOLETO,BOR,Audi,16.0,21.0,0.0,Did not start,,,,2026,2,Chinese Grand Prix,0,0,0,14.0,14.4,0.4,0.4,1.0,14.0
77,V BOTTAS,BOT,Cadillac,19.0,13.0,0.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,19.0,19.0,0.0,1.0,0.0,
43,F COLAPINTO,COL,Alpine,12.0,10.0,1.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,15.6,17.4,0.0,0.0,0.2,
10,P GASLY,GAS,Alpine,7.0,6.0,8.0,Finished,,,,2026,2,Chinese Grand Prix,1,0,0,13.6,12.2,0.4,0.0,0.3,20.0
6,I HADJAR,HAD,Red Bull Racing,9.0,8.0,4.0,Finished,,,,2026,2,Chinese Grand Prix,1,0,0,13.8,6.2,2.4,0.4,9.9,11.0
44,L HAMILTON,HAM,Ferrari,3.0,3.0,15.0,Finished,,,,2026,2,Chinese Grand Prix,1,1,0,10.0,14.4,4.0,0.2,6.3,19.0
27,N HULKENBERG,HUL,Audi,11.0,11.0,0.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,13.4,12.2,2.0,0.4,0.6666666666666666,15.0
30,L LAWSON,LAW,Racing Bulls,14.0,7.0,6.0,Finished,,,,2026,2,Chinese Grand Prix,1,0,0,12.2,9.2,1.6,0.0,2.4,12.0
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,,,,2026,2,Chinese Grand Prix,1,0,0,7.6,6.2,8.6,0.2,7.8,18.0
41,A LINDBLAD,LIN,Racing Bulls,15.0,12.0,0.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,8.0,9.0,4.0,0.0,2.6,
1,L NORRIS,NOR,McLaren,6.0,20.0,0.0,Did not start,,,,2026,2,Chinese Grand Prix,0,0,0,6.4,2.4,12.4,0.2,10.8,2.0
31,E OCON,OCO,Haas F1 Team,13.0,14.0,0.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,10.8,14.0,1.6,0.0,2.5,5.0
11,S PEREZ,PER,Cadillac,21.0,15.0,0.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,16.0,18.0,0.0,0.0,0.0,
81,O PIASTRI,PIA,McLaren,5.0,19.0,0.0,Did not start,,,,2026,2,Chinese Grand Prix,0,0,0,10.0,3.6,9.2,0.4,8.3,1.0
63,G RUSSELL,RUS,Mercedes,2.0,2.0,18.0,Finished,,,,2026,2,Chinese Grand Prix,1,1,0,3.6,3.8,14.6,0.0,14.1,3.0
55,C SAINZ,SAI,Williams,17.0,9.0,2.0,Lapped,,,,2026,2,Chinese Grand Prix,1,0,0,9.8,11.6,5.0,0.0,2.5,10.0
18,L STROLL,STR,Aston Martin,20.0,18.0,0.0,Retired,,,,2026,2,Chinese Grand Prix,0,0,0,15.6,16.2,0.2,0.4,1.5,9.0
3,M VERSTAPPEN,VER,Red Bull Racing,8.0,16.0,0.0,Retired,,,,2026,2,Chinese Grand Prix,0,0,0,2.4,9.0,19.6,0.0,10.3,4.0
23,A ALBON,ALB,Williams,17.0,20.0,0.0,Lapped,,,,2026,3,Japanese Grand Prix,1,0,0,15.4,16.8,0.0,0.4,2.7,9.0
14,F ALONSO,ALO,Aston Martin,21.0,18.0,0.0,Lapped,,,,2026,3,Japanese Grand Prix,1,0,0,11.8,11.2,2.8,0.4,1.5,11.0
12,K ANTONELLI,ANT,Mercedes,1.0,1.0,25.0,Finished,,,,2026,3,Japanese Grand Prix,1,1,1,5.2,7.8,13.6,0.0,14.7,6.0
87,O BEARMAN,BEA,Haas F1 Team,18.0,22.0,0.0,Retired,,,,2026,3,Japanese Grand Prix,0,0,0,10.6,12.0,3.4,0.2,2.5,10.0
5,G BORTOLETO,BOR,Audi,9.0,13.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,14.2,14.0,0.4,0.4,0.5,19.0
77,V BOTTAS,BOT,Cadillac,20.0,19.0,0.0,Lapped,,,,2026,3,Japanese Grand Prix,1,0,0,16.0,19.0,0.0,0.5,0.0,
43,F COLAPINTO,COL,Alpine,15.0,16.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,14.6,16.6,0.2,0.0,1.0,
10,P GASLY,GAS,Alpine,7.0,7.0,6.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,12.8,11.8,1.8,0.0,1.0,13.0
6,I HADJAR,HAD,Red Bull Racing,8.0,12.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,13.8,7.0,2.4,0.4,8.8,8.0
44,L HAMILTON,HAM,Ferrari,6.0,6.0,8.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,7.0,12.4,7.0,0.0,9.0,7.0
27,N HULKENBERG,HUL,Audi,13.0,11.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,13.8,12.4,1.6,0.4,0.4,16.0
30,L LAWSON,LAW,Racing Bulls,14.0,9.0,2.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,12.2,10.6,1.6,0.0,2.0,17.0
16,C LECLERC,LEC,Ferrari,4.0,3.0,15.0,Finished,,,,2026,3,Japanese Grand Prix,1,1,0,4.6,6.4,11.0,0.0,9.4,4.0
41,A LINDBLAD,LIN,Racing Bulls,10.0,14.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,10.0,12.0,2.0,0.0,1.4,
1,L NORRIS,NOR,McLaren,5.0,5.0,10.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,10.2,3.4,7.4,0.4,7.3,2.0
31,E OCON,OCO,Haas F1 Team,12.0,10.0,1.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,11.2,12.6,1.6,0.0,2.4,18.0
11,S PEREZ,PER,Cadillac,19.0,17.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,15.5,19.5,0.0,0.0,0.0,
81,O PIASTRI,PIA,McLaren,3.0,2.0,18.0,Finished,,,,2026,3,Japanese Grand Prix,1,1,0,12.8,3.8,7.2,0.6,8.3,3.0
63,G RUSSELL,RUS,Mercedes,2.0,4.0,12.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,3.2,3.0,15.8,0.0,15.7,5.0
55,C SAINZ,SAI,Williams,16.0,15.0,0.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,9.0,12.0,5.4,0.0,2.7,14.0
18,L STROLL,STR,Aston Martin,22.0,21.0,0.0,Retired,,,,2026,3,Japanese Grand Prix,0,0,0,16.0,17.4,0.2,0.6,1.5,20.0
3,M VERSTAPPEN,VER,Red Bull Racing,11.0,8.0,4.0,Finished,,,,2026,3,Japanese Grand Prix,1,0,0,5.0,6.8,16.6,0.2,8.8,1.0
23,A ALBON,ALB,Williams,15.0,10.0,1.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,16.2,17.0,0.0,0.2,1.7,5.0
14,F ALONSO,ALO,Aston Martin,17.0,15.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,13.2,14.0,2.8,0.4,1.5,15.0
12,K ANTONELLI,ANT,Mercedes,1.0,1.0,25.0,Finished,,,,2026,4,Miami Grand Prix,1,1,1,4.8,4.6,15.6,0.0,15.1,6.0
87,O BEARMAN,BEA,Haas F1 Team,12.0,11.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,13.0,12.8,3.2,0.4,2.3,19.0
5,G BORTOLETO,BOR,Audi,21.0,12.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,13.4,12.2,0.4,0.2,0.3333333333333333,18.0
77,V BOTTAS,BOT,Cadillac,19.0,18.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,17.0,19.333333333333332,0.0,0.3333333333333333,0.0,
43,F COLAPINTO,COL,Alpine,8.0,7.0,6.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,14.8,16.6,0.2,0.0,1.6,
10,P GASLY,GAS,Alpine,9.0,21.0,0.0,Retired,,,,2026,4,Miami Grand Prix,0,0,0,11.6,11.2,3.0,0.0,2.2,13.0
6,I HADJAR,HAD,Red Bull Racing,22.0,22.0,0.0,Retired,,,,2026,4,Miami Grand Prix,0,0,0,15.0,7.0,0.8,0.4,6.7,11.0
44,L HAMILTON,HAM,Ferrari,6.0,6.0,8.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,6.6,9.8,7.8,0.0,9.7,8.0
27,N HULKENBERG,HUL,Audi,10.0,19.0,0.0,Retired,,,,2026,4,Miami Grand Prix,0,0,0,14.6,12.8,0.4,0.4,0.2857142857142857,14.0
30,L LAWSON,LAW,Racing Bulls,11.0,20.0,0.0,Retired,,,,2026,4,Miami Grand Prix,0,0,0,11.2,12.2,2.0,0.0,1.4,17.0
16,C LECLERC,LEC,Ferrari,3.0,8.0,4.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,4.4,5.4,11.6,0.0,10.5,7.0
41,A LINDBLAD,LIN,Racing Bulls,16.0,14.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,11.333333333333334,11.333333333333334,1.3333333333333333,0.0,1.4,
1,L NORRIS,NOR,McLaren,4.0,2.0,18.0,Finished,,,,2026,4,Miami Grand Prix,1,1,0,7.4,4.2,9.4,0.2,10.1,2.0
31,E OCON,OCO,Haas F1 Team,14.0,13.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,11.4,12.4,1.4,0.0,2.3,12.0
11,S PEREZ,PER,Cadillac,20.0,16.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,16.0,19.333333333333332,0.0,0.0,0.0,
81,O PIASTRI,PIA,McLaren,7.0,3.0,15.0,Finished,,,,2026,4,Miami Grand Prix,1,1,0,9.2,3.4,10.8,0.4,10.7,1.0
63,G RUSSELL,RUS,Mercedes,5.0,4.0,12.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,3.6,2.6,14.6,0.0,16.6,3.0
55,C SAINZ,SAI,Williams,13.0,9.0,2.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,11.0,14.6,3.4,0.0,1.8,9.0
18,L STROLL,STR,Aston Martin,18.0,17.0,0.0,Lapped,,,,2026,4,Miami Grand Prix,1,0,0,16.6,19.4,0.2,0.6,0.9,16.0
3,M VERSTAPPEN,VER,Red Bull Racing,2.0,5.0,10.0,Finished,,,,2026,4,Miami Grand Prix,1,0,0,6.4,8.6,12.4,0.2,6.6,4.0
23,A ALBON,ALB,Williams,18.0,21.0,0.0,Retired,,,,2026,5,Canadian Grand Prix,0,0,0,16.0,17.2,0.2,0.2,0.5,20.0
14,F ALONSO,ALO,Aston Martin,19.0,20.0,0.0,Retired,,,,2026,5,Canadian Grand Prix,0,0,0,14.8,15.8,1.6,0.4,0.9,7.0
12,K ANTONELLI,ANT,Mercedes,2.0,1.0,25.0,Finished,,,,2026,5,Canadian Grand Prix,1,1,1,4.0,3.8,18.6,0.0,17.0,3.0
87,O BEARMAN,BEA,Haas F1 Team,16.0,10.0,1.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,11.4,12.6,3.2,0.2,2.3,11.0
5,G BORTOLETO,BOR,Audi,13.0,13.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,13.2,12.6,0.4,0.2,0.25,14.0
77,V BOTTAS,BOT,Cadillac,21.0,16.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,17.25,19.25,0.0,0.25,0.0,
43,F COLAPINTO,COL,Alpine,10.0,6.0,8.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,13.4,14.2,1.4,0.0,2.2,13.0
10,P GASLY,GAS,Alpine,14.0,8.0,4.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,12.6,11.2,3.0,0.2,3.0,15.0
6,I HADJAR,HAD,Red Bull Racing,7.0,5.0,10.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,15.8,10.2,0.8,0.4,5.1,16.0
44,L HAMILTON,HAM,Ferrari,5.0,2.0,18.0,Finished,,,,2026,5,Canadian Grand Prix,1,1,0,5.4,7.6,9.4,0.0,10.5,6.0
27,N HULKENBERG,HUL,Audi,11.0,12.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,14.4,12.6,0.4,0.4,0.2222222222222222,8.0
30,L LAWSON,LAW,Racing Bulls,12.0,7.0,6.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,13.4,12.0,1.6,0.2,1.2,19.0
16,C LECLERC,LEC,Ferrari,8.0,4.0,12.0,Finished,,,,2026,5,Canadian Grand Prix,1,0,0,4.4,4.0,11.6,0.0,11.9,5.0
41,A LINDBLAD,LIN,Racing Bulls,9.0,22.0,0.0,Did not start,,,,2026,5,Canadian Grand Prix,0,0,0,12.0,12.5,1.0,0.0,1.8,
1,L NORRIS,NOR,McLaren,3.0,18.0,0.0,Retired,,,,2026,5,Canadian Grand Prix,0,0,0,7.0,4.6,10.6,0.2,10.4,18.0
31,E OCON,OCO,Haas F1 Team,17.0,14.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,11.0,12.0,1.4,0.0,2.4,9.0
11,S PEREZ,PER,Cadillac,20.0,17.0,0.0,Retired,,,,2026,5,Canadian Grand Prix,0,0,0,16.0,19.5,0.0,0.0,0.0,
81,O PIASTRI,PIA,McLaren,4.0,11.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,9.4,4.6,10.2,0.4,8.9,4.0
63,G RUSSELL,RUS,Mercedes,1.0,19.0,0.0,Retired,,,,2026,5,Canadian Grand Prix,0,0,0,3.2,2.8,15.4,0.0,19.5,1.0
55,C SAINZ,SAI,Williams,15.0,9.0,2.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,12.2,15.8,0.8,0.0,0.5,10.0
18,L STROLL,STR,Aston Martin,22.0,15.0,0.0,Lapped,,,,2026,5,Canadian Grand Prix,1,0,0,16.6,19.4,0.2,0.4,0.1,17.0
3,M VERSTAPPEN,VER,Red Bull Racing,6.0,3.0,15.0,Finished,,,,2026,5,Canadian Grand Prix,1,1,0,7.2,8.4,9.4,0.2,6.1,2.0
